contract,date,roll_flag,daily_close,daily_return,daily_mean_vpin,daily_max_vpin,daily_vpin_slope,daily_vpin_zscore,daily_vpin_percentile,future_return,signal_raw,position,vpin_high_flag,slope_positive_flag
T,2018-07-30,False,95.52,-0.0003139717425432176,0.5960202407632095,0.6259555280882,0.06453761352372339,1.0345158653103066,0.9166666666666666,0.003978224455611468,0.0,1.0,True,True
T,2018-07-31,False,95.9,0.003978224455611468,0.47877980449367546,0.5515123124683731,0.009391158640118835,-0.9491525651529262,0.13333333333333333,0.002085505735140547,1.0,0.0,False,True
T,2018-08-01,False,96.1,0.002085505735140547,0.559810957137895,0.6034538046340429,-0.003927922283984181,0.45278981673913743,0.65,-0.001248699271591991,1.0,1.0,False,False
T,2018-08-02,False,95.98,-0.001248699271591991,0.589796431895593,0.6863341546465903,0.004295440244446724,0.9409615937933009,0.8833333333333333,0.0019795790789747247,0.0,1.0,True,True
T,2018-08-03,False,96.17,0.0019795790789747247,0.5379156218779318,0.6418762577512153,-0.0005192610368637662,0.057880413755253095,0.4666666666666667,-0.0009358427784132983,1.0,0.0,False,False
T,2018-08-06,False,96.08,-0.0009358427784132983,0.5461912242262846,0.5842548720459261,0.011292750420525521,0.20028735162050623,0.55,-0.0019254787676936669,1.0,1.0,False,True
T,2018-08-07,False,95.895,-0.0019254787676936669,0.5817370784836988,0.6117870431941764,2.470350222992801e-05,0.7873687066898593,0.85,-0.0028677199019759847,0.0,1.0,True,True
T,2018-08-08,False,95.62,-0.0028677199019759847,0.5532644077142385,0.6186603652178322,-0.0029242591756942216,0.2871970709997405,0.5666666666666667,-0.0027190964233424486,1.0,0.0,False,False
T,2018-08-09,False,95.36,-0.0027190964233424486,0.5351271218699718,0.5865986333446915,0.00014961834720337298,-0.06821391259249664,0.4,0.00026216442953019836,1.0,1.0,False,True
T,2018-08-10,False,95.385,0.00026216442953019836,0.5515972118473368,0.5822084672073867,-0.003579798137162271,0.2861372647851539,0.5666666666666667,-0.0026733763170311287,1.0,1.0,False,False
T,2018-08-13,False,95.13,-0.0026733763170311287,0.5767015922539116,0.6313119028158491,-0.0011738168326476117,0.7601396433061192,0.8333333333333334,,1.0,1.0,True,False
T,2018-08-14,True,95.305,,0.5566567422588434,0.5628709101710212,0.004835913947314974,0.3716682195148535,0.6166666666666667,-0.0026756203766854503,1.0,1.0,False,True
T,2018-08-15,False,95.05,-0.0026756203766854503,0.5453563569576062,0.5956391687448321,0.0025518000586775445,0.14816731765518568,0.48333333333333334,-0.003945291951604424,1.0,1.0,False,True
T,2018-08-16,False,94.675,-0.003945291951604424,0.4981851463779174,0.5976979422714032,-0.013816936623514419,-0.7314036179885366,0.21666666666666667,-0.002006865592817486,1.0,1.0,False,False
T,2018-08-17,False,94.485,-0.002006865592817486,0.5814680288480051,0.6445799340233018,-0.0048938722692739075,0.8389993290266508,0.85,0.0011112875059533511,1.0,1.0,True,False
T,2018-08-20,False,94.59,0.0011112875059533511,0.5592578001791163,0.5982746723297733,0.004131378773094463,0.40529542599543694,0.6333333333333333,5.285971032864545e-05,1.0,1.0,False,True
T,2018-08-21,False,94.595,5.285971032864545e-05,0.4931681667570925,0.5324012988466087,-0.004330372659982845,-0.8704814472501763,0.16666666666666666,0.0016385644061525095,1.0,1.0,False,False
T,2018-08-22,False,94.75,0.0016385644061525095,0.5279031601668162,0.5644123379601161,-0.0028863834513115027,-0.1541680170878591,0.38333333333333336,5.277044854867796e-05,1.0,1.0,False,False
T,2018-08-23,False,94.755,5.277044854867796e-05,0.5250949649449842,0.5841540263140432,-0.014410076781834192,-0.21175972062598475,0.35,-0.00116088860746133,1.0,1.0,False,False
T,2018-08-24,False,94.645,-0.00116088860746133,0.5455461934878162,0.5789842074863876,0.00045035848052914494,0.18276041459575798,0.5166666666666667,-0.00026414496275550814,1.0,1.0,False,True
T,2018-08-27,False,94.62,-0.00026414496275550814,0.566561276953659,0.6076167743753006,0.016442925371413297,0.619058561850566,0.7333333333333333,0.002060875079264335,1.0,1.0,False,True
T,2018-08-28,False,94.815,0.002060875079264335,0.5115678725054493,0.5444979824744999,0.0008795736685941136,-0.5014951650860654,0.3,0.00026367136001703706,1.0,1.0,False,True
T,2018-08-29,False,94.84,0.00026367136001703706,0.5639334093969932,0.6111918733367455,0.004369856792165117,0.5804213257856915,0.7166666666666667,0.002161535217207966,1.0,1.0,False,True
T,2018-08-30,False,95.045,0.002161535217207966,0.5109617555462939,0.5610705682371488,-0.007179674343971043,-0.49282591317194624,0.3,0.0007890999000472743,1.0,1.0,False,False
T,2018-08-31,False,95.12,0.0007890999000472743,0.5918713341150731,0.62920692954516,0.005001399736367274,1.1455273323780086,0.9166666666666666,-0.0020500420521447626,0.0,1.0,True,True
T,2018-09-03,False,94.925,-0.0020500420521447626,0.4940046496024752,0.527424766712939,-0.0007188521087868382,-0.855343671469229,0.15,-0.0013695022386094324,1.0,0.0,False,False
T,2018-09-04,False,94.795,-0.0013695022386094324,0.5125649404974432,0.5956583573394503,-0.011969404374291875,-0.44983602030163644,0.3333333333333333,-0.001107653357244609,1.0,1.0,False,False
T,2018-09-05,False,94.69,-0.001107653357244609,0.5481568553759669,0.576360768525297,-0.0004916193958283798,0.29799330259380347,0.6166666666666667,0.0005808427500264557,1.0,1.0,False,False
T,2018-09-06,False,94.745,0.0005808427500264557,0.5582544861592212,0.5969268314890187,-0.001308149013821197,0.4894808439375729,0.7,-0.0006332788009921764,1.0,1.0,False,False
T,2018-09-07,False,94.685,-0.0006332788009921764,0.5977456400080237,0.6362375611229542,0.0253171526472875,1.3581365059604678,0.9833333333333333,-0.0027987537624756254,0.0,1.0,True,True
T,2018-09-10,False,94.42,-0.0027987537624756254,0.5737405925598899,0.6373603839353182,0.01719400887569501,0.8211232590116369,0.8166666666666667,-0.00291251853420893,0.0,0.0,True,True
T,2018-09-11,False,94.145,-0.00291251853420893,0.6249465843348048,0.6904177122040457,0.01690655643183443,1.8679745076873433,1.0,0.0020181634712410634,0.0,0.0,True,True
T,2018-09-12,False,94.335,0.0020181634712410634,0.578832009376824,0.6750169808184422,0.0068355990761986615,0.879203681509932,0.8333333333333334,0.0003710181798908252,0.0,0.0,True,True
T,2018-09-13,False,94.37,0.0003710181798908252,0.49771456259661967,0.5658109054109025,-0.019497073800587385,-0.8342926369420492,0.18333333333333332,0.0012186076083500197,1.0,0.0,False,False
T,2018-09-14,False,94.485,0.0012186076083500197,0.5662989741254959,0.613365780438397,-0.014211525860697299,0.606874048479057,0.7333333333333333,0.0006879398846377782,1.0,1.0,False,False
T,2018-09-17,False,94.55,0.0006879398846377782,0.5148259560025565,0.5413692538458968,-0.023277429191582454,-0.46968100276399954,0.3333333333333333,-0.0016922263352723288,1.0,1.0,False,False
T,2018-09-18,False,94.39,-0.0016922263352723288,0.4943937107749079,0.5913646816340747,-0.015176520379789532,-0.9071670299388297,0.13333333333333333,-0.001748066532471726,1.0,1.0,False,False
T,2018-09-19,False,94.225,-0.001748066532471726,0.5831995079720204,0.6390945519556147,0.009906462740021337,0.9520231967469903,0.8666666666666667,-0.003024674980100839,0.0,1.0,True,True
T,2018-09-20,False,93.94,-0.003024674980100839,0.5091690555232986,0.5944183089236644,-0.004588628523493077,-0.6254601703389207,0.25,0.002608047690014992,1.0,0.0,False,False
T,2018-09-21,False,94.185,0.002608047690014992,0.5271570342097056,0.5533937702337046,0.0039437501162688845,-0.2512884949487878,0.36666666666666664,0.00026543504804354967,1.0,1.0,False,True
T,2018-09-25,False,94.21,0.00026543504804354967,0.49596052081030473,0.5330498367466121,-0.0052908853691521094,-0.9277049911465147,0.15,0.002653646109754826,1.0,1.0,False,False
T,2018-09-26,False,94.46,0.002653646109754826,0.6118678781123738,0.6558003710079184,0.004412820556771291,1.5486535029654624,0.9833333333333333,0.0028054202837179965,0.0,1.0,True,True
T,2018-09-27,False,94.725,0.0028054202837179965,0.5332910349207001,0.6097730040496037,0.013295480269747107,-0.12662827878584523,0.4166666666666667,0.0006334125098970134,1.0,0.0,False,True
T,2018-09-28,False,94.785,0.0006334125098970134,0.596625864509539,0.6615540727146981,0.017626817471006216,1.1840014327353432,0.9333333333333333,-0.0011605211795114867,0.0,1.0,True,True
T,2018-10-08,False,94.675,-0.0011605211795114867,0.6167622664624534,0.6772494381016667,0.022636147770146255,1.5512869776571938,0.9833333333333333,0.0010034327964087986,0.0,0.0,True,True
T,2018-10-09,False,94.77,0.0010034327964087986,0.5793705273187227,0.6336629825746513,0.001847652995445126,0.7479578281040556,0.7833333333333333,0.00036931518413019226,1.0,0.0,False,True
T,2018-10-10,False,94.805,0.00036931518413019226,0.48616973307746875,0.5451191150061278,-0.011149794087727894,-1.1517595633016842,0.06666666666666667,0.0037972680765783196,1.0,1.0,False,False
T,2018-10-11,False,95.165,0.0037972680765783196,0.5332020818799511,0.5801969373074768,-0.025744009864416044,-0.18817119292908654,0.38333333333333336,-0.0004728629222928715,1.0,1.0,False,False
T,2018-10-12,False,95.12,-0.0004728629222928715,0.4808976049846635,0.5207009722122014,-0.03178977683943514,-1.2481584226391502,0.06666666666666667,-0.0013141295206055004,1.0,1.0,False,False
T,2018-10-15,False,94.995,-0.0013141295206055004,0.5177826476945413,0.5576908040867273,-0.012844788734116814,-0.4688964459846328,0.31666666666666665,0.002526448760461042,1.0,1.0,False,False
T,2018-10-16,False,95.235,0.002526448760461042,0.6111446624003615,0.6547432064038414,0.023453042446037565,1.4086452406736314,0.95,-0.0007350238882762872,0.0,1.0,True,True
T,2018-10-17,False,95.165,-0.0007350238882762872,0.544298542799963,0.5922620715253015,0.015243997925572184,0.028027033073982008,0.4666666666666667,0.003415121105448282,1.0,0.0,False,True
T,2018-10-18,False,95.49,0.003415121105448282,0.4934894473828817,0.6027720937304614,0.005169957990185814,-0.9846678353564802,0.11666666666666667,-0.0017802911299612534,1.0,1.0,False,True
T,2018-10-19,False,95.32,-0.0017802911299612534,0.557347564650298,0.6065374578638203,-0.0038525381105966373,0.3139040812458708,0.6166666666666667,-0.001783466219051455,1.0,1.0,False,False
T,2018-10-22,False,95.15,-0.001783466219051455,0.5071719220670747,0.5867250984848454,-0.01948964588162385,-0.6857162567423633,0.21666666666666667,0.0018917498686283896,1.0,1.0,False,False
T,2018-10-23,False,95.33,0.0018917498686283896,0.49922259373026,0.5305623907766635,-0.007646942345521301,-0.8354504262984093,0.21666666666666667,0.00146858281758111,1.0,1.0,False,False
T,2018-10-24,False,95.47,0.00146858281758111,0.5259839626688574,0.6052576475100022,0.000686405965191339,-0.44378926262105695,0.35,0.0006808421493662564,1.0,1.0,False,True
T,2018-10-25,False,95.535,0.0006808421493662564,0.45290337275253134,0.5950206647698442,-0.019007634319375067,-2.2856930105508835,0.016666666666666666,0.0002616841995080055,1.0,1.0,False,False
T,2018-10-26,False,95.56,0.0002616841995080055,0.48666356366004765,0.5302546304948199,-0.008733593779178284,-1.3853108214178216,0.08333333333333333,0.0023022185014649477,1.0,1.0,False,False
T,2018-10-29,False,95.78,0.0023022185014649477,0.5692668267509807,0.6238712403996138,0.010076806703263169,0.6565039563519377,0.7333333333333333,-0.0003132177907705369,1.0,1.0,False,True
T,2018-10-30,False,95.75,-0.0003132177907705369,0.5343838520128478,0.6003270787681032,0.013316323268643016,-0.18437537631869555,0.45,0.000626631853785975,1.0,1.0,False,True
T,2018-10-31,False,95.81,0.000626631853785975,0.5602812441409124,0.581953328630881,0.026247603112956226,0.44115005794927586,0.6833333333333333,0.0014612253418224697,1.0,1.0,False,True
T,2018-11-01,False,95.95,0.0014612253418224697,0.5078600552006438,0.5362898827179305,0.0033407400471124004,-0.8765543014427076,0.23333333333333334,-0.004689942678478443,1.0,1.0,False,True
T,2018-11-02,False,95.5,-0.004689942678478443,0.38469513990823484,0.4791314431075837,-0.03956671704976957,-3.5294855887732206,0.016666666666666666,0.0007853403141362403,1.0,1.0,False,False
T,2018-11-05,False,95.575,0.0007853403141362403,0.413404562595298,0.4603109141568519,-0.04175446830677771,-2.648207171959578,0.03333333333333333,0.0024588019879676626,1.0,1.0,False,False
T,2018-11-06,False,95.81,0.0024588019879676626,0.5423247225114624,0.6209934477663737,-0.01303685358642459,0.12177246295048301,0.5166666666666667,0.001826531677277865,1.0,1.0,False,False
T,2018-11-07,False,95.985,0.001826531677277865,0.5086593960127208,0.5890257777506388,0.01592282642273815,-0.5782281115598659,0.2833333333333333,0.0011460123977704573,1.0,1.0,False,True
T,2018-11-08,False,96.095,0.0011460123977704573,0.5734864823348671,0.6586914907510534,0.04728375182706873,0.8107285998763906,0.7833333333333333,-0.0009365731827879475,1.0,1.0,False,True
T,2018-11-09,False,96.005,-0.0009365731827879475,0.5312945720609378,0.6129559074504519,0.026694177875468426,-0.09493296094849171,0.4666666666666667,-0.0004166449664079197,1.0,1.0,False,True
T,2018-11-12,False,95.965,-0.0004166449664079197,0.5048532295856777,0.5554346095409234,-0.005230780980335237,-0.6449055977768691,0.25,0.0009899442505079126,1.0,1.0,False,False
T,2018-11-13,False,96.06,0.0009899442505079126,0.5209037373980199,0.5634015694774757,-0.004414456997859128,-0.28259848639932766,0.4166666666666667,,1.0,1.0,False,False
T,2018-11-14,True,96.44,,0.45799402117477506,0.4735157602344868,-0.0241375756983102,-1.5730894782274114,0.06666666666666667,0.0011406055578597751,1.0,1.0,False,False
T,2018-11-15,False,96.55,0.0011406055578597751,0.5083173011589022,0.5488439266443149,-0.009281375021497385,-0.4947636078349912,0.31666666666666665,0.0037804246504402617,1.0,1.0,False,False
T,2018-11-16,False,96.915,0.0037804246504402617,0.5292138113799132,0.591714399401442,0.00361347273493533,-0.0645643421231819,0.5166666666666667,-0.0013413816230718467,1.0,1.0,False,True
T,2018-11-19,False,96.785,-0.0013413816230718467,0.4847895569298414,0.564974843633477,-0.00010085707312188497,-0.974024068931228,0.1,-0.0008265743658624203,1.0,1.0,False,False
T,2018-11-20,False,96.705,-0.0008265743658624203,0.5247560237741862,0.5602799595856559,0.010999626096976144,-0.11324024149739659,0.4666666666666667,0.0012925908691381327,1.0,1.0,False,True
T,2018-11-21,False,96.83,0.0012925908691381327,0.5146658554506313,0.564762778944343,0.0008239320977731168,-0.33733133723435643,0.4,-0.0024269338015078246,1.0,1.0,False,True
T,2018-11-22,False,96.595,-0.0024269338015078246,0.4800356323283702,0.5289264123859434,-0.006848005958229608,-1.051207547524596,0.08333333333333333,0.0007764377038148584,1.0,1.0,False,False
T,2018-11-23,False,96.67,0.0007764377038148584,0.5137767354315205,0.5657407765171408,0.0013253965557542212,-0.33176054447004183,0.4166666666666667,-0.0021206165304644697,1.0,1.0,False,True
T,2018-11-26,False,96.465,-0.0021206165304644697,0.5328050443384096,0.562613721016634,0.0015208921109336026,0.07577286343264839,0.5833333333333334,0.0017104649354686696,1.0,1.0,False,True
T,2018-11-27,False,96.63,0.0017104649354686696,0.5152006404904866,0.5692771421231202,0.005383898208975013,-0.2805765090531998,0.4666666666666667,0.00015523129462891028,1.0,1.0,False,True
T,2018-11-28,False,96.645,0.00015523129462891028,0.5377284519371496,0.5860934441076473,0.01168095442765249,0.19008902441656192,0.65,0.00201769362098414,1.0,1.0,False,True
T,2018-11-29,False,96.84,0.00201769362098414,0.4432846189387528,0.4911173620426205,-0.013606082538679532,-1.741411806032519,0.05,-0.00165220983064851,1.0,1.0,False,False
T,2018-11-30,False,96.68,-0.00165220983064851,0.44176957954329915,0.5425765866218653,-0.025398695114195468,-1.7061214904370934,0.05,0.0015515101365328743,1.0,1.0,False,False
T,2018-12-03,False,96.83,0.0015515101365328743,0.4485962980062461,0.5459550752350713,-0.022916755736233148,-1.5122919079705623,0.08333333333333333,0.002375296912114022,1.0,1.0,False,False
T,2018-12-04,False,97.06,0.002375296912114022,0.44313219246428986,0.4796946471457531,-0.01838808398782261,-1.5758282897882936,0.06666666666666667,-0.000360601689676443,1.0,1.0,False,False
T,2018-12-05,False,97.025,-0.000360601689676443,0.41844654007300386,0.48103329699443786,-0.0048313544810507205,-1.9669437315577505,0.05,0.0015975264107188636,1.0,1.0,False,False
T,2018-12-06,False,97.18,0.0015975264107188636,0.4793098013733582,0.5421088357834176,0.004493068572687586,-0.7735879116833444,0.16666666666666666,-0.00010290183165262423,1.0,1.0,False,True
T,2018-12-07,False,97.17,-0.00010290183165262423,0.517387918780445,0.5860681585240328,0.017376085045746607,-0.03128380420350166,0.5166666666666667,0.0011834928475866757,1.0,1.0,False,True
T,2018-12-10,False,97.285,0.0011834928475866757,0.48629193735683157,0.5328315314616283,0.018526086849252454,-0.6042120050738514,0.25,-0.00041116307755550974,1.0,1.0,False,True
T,2018-12-11,False,97.245,-0.00041116307755550974,0.4121728602483222,0.4572327626481091,-0.0005565223665889907,-1.9561343944324392,0.03333333333333333,0.0005655817779832706,1.0,1.0,False,False
T,2018-12-12,False,97.3,0.0005655817779832706,0.5400035057523559,0.5756825009723651,0.00161723502258726,0.5352225099018585,0.7666666666666667,-0.006269270298047247,1.0,1.0,False,True
T,2018-12-13,False,96.69,-0.006269270298047247,0.5688112283794958,0.6129998650648097,0.0156558187593626,1.1150768533762154,0.8666666666666667,-0.0013445030509876554,0.0,1.0,True,True
T,2018-12-14,False,96.56,-0.0013445030509876554,0.5398085206578019,0.5769252861225208,0.026367153473311433,0.5220542421111445,0.75,-0.0031068765534382203,1.0,0.0,False,True
T,2018-12-17,False,96.26,-0.0031068765534382203,0.5400326756058639,0.6380228952872948,0.025552464562052936,0.5390281725296904,0.7833333333333333,0.0021815915229586036,1.0,1.0,False,True
T,2018-12-18,False,96.47,0.0021815915229586036,0.6390823650329244,0.6895539397424878,0.0169379165787505,2.3608687163350783,1.0,0.0022286721260496023,0.0,1.0,True,True
T,2018-12-19,False,96.685,0.0022286721260496023,0.529217601232267,0.5829253378363727,0.0020086590080664823,0.25602509672937124,0.6166666666666667,0.00377514609298224,1.0,0.0,False,True
T,2018-12-20,False,97.05,0.00377514609298224,0.4994262966371243,0.5826465198713326,-0.009157952241495215,-0.28955376538916205,0.35,-0.0015455950540957941,1.0,1.0,False,False
T,2018-12-21,False,96.9,-0.0015455950540957941,0.519946694759888,0.555115904439396,-0.017982803008775188,0.10380580058225891,0.5333333333333333,-0.0010319917440660964,1.0,1.0,False,False
T,2018-12-24,False,96.8,-0.0010319917440660964,0.5290905941589976,0.5880502988190183,-0.022925444822023255,0.27996467700237393,0.6,0.002530991735537169,1.0,1.0,False,False
T,2018-12-25,False,97.045,0.002530991735537169,0.495643092630285,0.5430423901270567,-0.0037484719682090717,-0.36663350151607343,0.31666666666666665,0.0025761244783348847,1.0,1.0,False,False
T,2018-12-26,False,97.295,0.0025761244783348847,0.5479400094279715,0.6415117771308451,0.007272382345209144,0.6835770430643652,0.8333333333333334,0.0001541703067988731,0.0,1.0,True,True
T,2018-12-27,False,97.31,0.0001541703067988731,0.5418952079218311,0.6211941768927183,0.006274644159286013,0.5598349278989103,0.7833333333333333,0.004367485356078449,1.0,0.0,False,True
T,2018-12-28,False,97.735,0.004367485356078449,0.4758304853785335,0.5220068017342769,-0.006026810226938212,-0.7251177798045744,0.18333333333333332,0.003785747173479459,1.0,1.0,False,False
T,2019-01-02,False,98.105,0.003785747173479459,0.5119871803379638,0.5407520062114659,-0.003942134863408048,0.043465454143228104,0.4666666666666667,0.0005606238214157511,1.0,1.0,False,False
T,2019-01-03,False,98.16,0.0005606238214157511,0.5127705412417121,0.5331951246534588,-0.010024696395638622,0.08493390412711364,0.48333333333333334,-0.0021903015484923127,1.0,1.0,False,False
T,2019-01-04,False,97.945,-0.0021903015484923127,0.545059842763222,0.588394499895737,0.004326932554596025,0.7548562876822829,0.8666666666666667,-0.000102098116289695,0.0,1.0,True,True
T,2019-01-07,False,97.935,-0.000102098116289695,0.48999663717549236,0.5653446509332793,0.006140496601917589,-0.40869724921252115,0.3,0.005309644151733295,1.0,0.0,False,True
T,2019-01-08,False,98.455,0.005309644151733295,0.47635193354301725,0.5781470735686031,-0.009404439765611273,-0.6986113779024441,0.2,-0.0016758925397388769,1.0,1.0,False,False
T,2019-01-09,False,98.29,-0.0016758925397388769,0.5423428638832916,0.6038084136232814,-0.0009563263937045708,0.7019407324776066,0.8333333333333334,-0.0027978431173060203,1.0,1.0,True,False
T,2019-01-10,False,98.015,-0.0027978431173060203,0.5742858416111206,0.6349349028881133,0.011079822440359655,1.430209776081615,0.9833333333333333,0.00030607560067341666,0.0,1.0,True,True
T,2019-01-11,False,98.045,0.00030607560067341666,0.5078234582850529,0.5485086124341778,0.013358755028722451,-0.007979712390363762,0.4166666666666667,-0.0020398796471008396,1.0,0.0,False,True
T,2019-01-14,False,97.845,-0.0020398796471008396,0.5334327667937154,0.5876825862384903,0.007964226090315774,0.5387214177125745,0.7166666666666667,-0.000459911083857123,1.0,1.0,False,True
T,2019-01-15,False,97.8,-0.000459911083857123,0.5102477212627918,0.5470196907008144,-0.010504336005840465,0.048250932967000504,0.4666666666666667,0.005061349693251671,1.0,1.0,False,False
T,2019-01-16,False,98.295,0.005061349693251671,0.5562090058457937,0.5934078314855701,-0.0033729408552914952,1.0376654134000949,0.9,0.0003560710107328724,1.0,1.0,True,False
T,2019-01-17,False,98.33,0.0003560710107328724,0.4737878218831418,0.5398962323799975,-0.004529503375174404,-0.7568043657287303,0.18333333333333332,-0.002542459066409042,1.0,1.0,False,False
T,2019-01-18,False,98.08,-0.002542459066409042,0.48959432086634064,0.5274291155872175,-0.012413679123439963,-0.39851874760799166,0.31666666666666665,-0.0012234910277325595,1.0,1.0,False,False
T,2019-01-21,False,97.96,-0.0012234910277325595,0.535657018005158,0.570509822123614,-0.0015796091494720776,0.5822460408943597,0.7333333333333333,0.0007145773785219856,1.0,1.0,False,False
T,2019-01-22,False,98.03,0.0007145773785219856,0.4028926540705001,0.5043844368722114,-0.024476350742857096,-2.2171011718946287,0.03333333333333333,-0.002652249311435373,1.0,1.0,False,False
T,2019-01-23,False,97.77,-0.002652249311435373,0.5696289549885547,0.6028405924454932,0.010498059941498532,1.305076289775651,0.95,0.00030684258975144374,0.0,1.0,True,True
T,2019-01-24,False,97.8,0.00030684258975144374,0.4989035942707762,0.5438906260792405,0.0052590483792267825,-0.17677980178974645,0.35,-0.0016871165644171127,1.0,0.0,False,True
T,2019-01-25,False,97.635,-0.0016871165644171127,0.48204822373449,0.5184857563935396,-0.0011206648341059832,-0.5105144768105101,0.26666666666666666,0.0004609002919035987,1.0,1.0,False,False
T,2019-01-28,False,97.68,0.0004609002919035987,0.5470210785642545,0.6103765710712976,0.020067611773344412,0.8578996009116937,0.8833333333333333,0.002303439803439833,0.0,1.0,True,True
T,2019-01-29,False,97.905,0.002303439803439833,0.5537279239693674,0.6060616990190796,0.0016315422255103796,0.9914087031652249,0.9,0.0013788876972575803,0.0,0.0,True,True
T,2019-01-30,False,98.04,0.0013788876972575803,0.4689017183307871,0.5169387919839563,0.0011675948354899213,-0.9587863553311833,0.15,-0.0001019991840065515,1.0,0.0,False,True
T,2019-01-31,False,98.03,-0.0001019991840065515,0.6015188458364538,0.6451514571826116,0.016082188397046004,2.0213449644051407,0.9833333333333333,-0.0012241150668163003,0.0,1.0,True,True
T,2019-02-01,False,97.91,-0.0012241150668163003,0.5504356352675873,0.6542297692846214,0.005462003527375192,0.85542690736988,0.8666666666666667,0.0038300480032682493,0.0,0.0,True,True
T,2019-02-11,False,98.285,0.0038300480032682493,0.514033279357587,0.5816049756170385,0.0002144627713239422,0.06787261662856432,0.5,-0.0005087246273591806,1.0,0.0,False,True
T,2019-02-12,False,98.235,-0.0005087246273591806,0.5421313418272194,0.6086870810221995,0.0058973680513997985,0.6982128573774693,0.8,-0.0008652720517127177,0.0,1.0,True,True
T,2019-02-13,False,98.15,-0.0008652720517127177,0.4511254331125604,0.5131022385630801,-0.030909111888815455,-1.3169902621145673,0.13333333333333333,-0.002343352012226241,1.0,0.0,False,False
T,2019-02-14,False,97.92,-0.002343352012226241,0.5200464097279028,0.5799459035323954,-0.012368629732439556,0.2167220579464106,0.5833333333333334,0.00040849673202614234,1.0,1.0,False,False
T,2019-02-15,False,97.96,0.00040849673202614234,0.4738947803995815,0.63694971320203,-0.010236193001532768,-0.8209355239975238,0.18333333333333332,-0.0017864434463046308,1.0,1.0,False,False
T,2019-02-18,False,97.785,-0.0017864434463046308,0.5161474168516105,0.6073761930558453,-0.002919850266419688,0.12188218785273791,0.5333333333333333,0.002249833819092828,1.0,1.0,False,False
T,2019-02-19,False,98.005,0.002249833819092828,0.45892590041368636,0.5424884050042083,0.0011701941725959508,-1.1218762050932995,0.15,,1.0,1.0,False,True
T,2019-02-20,True,97.65,,0.32558226126936973,0.34406072416376504,-0.04038971769029613,-3.5619253766353256,0.016666666666666666,0.0008192524321557482,1.0,1.0,False,False
T,2019-02-21,False,97.73,0.0008192524321557482,0.45985406028022885,0.5635970203986549,-0.021864659582094603,-0.8972798465105558,0.18333333333333332,-0.0018418090657935648,1.0,1.0,False,False
T,2019-02-22,False,97.55,-0.0018418090657935648,0.5151450892056151,0.5711225302716836,-0.00010764954254482983,0.18245739109500425,0.5333333333333333,-0.0035879036391593955,1.0,1.0,False,False
T,2019-02-25,False,97.2,-0.0035879036391593955,0.4970304808838361,0.5538270389329278,0.026577198887654484,-0.17720341641886161,0.38333333333333336,-0.0028806584362139898,1.0,1.0,False,True
T,2019-02-26,False,96.92,-0.0028806584362139898,0.6112592631016337,0.6494363482045444,0.06085304242681352,1.958498488752895,0.9833333333333333,0.0019087907552621797,0.0,1.0,True,True
T,2019-02-27,False,97.105,0.0019087907552621797,0.49382736199828786,0.5955296198420532,0.016406077733213665,-0.25065627828491954,0.36666666666666664,-0.0016477009422790623,1.0,0.0,False,True
T,2019-02-28,False,96.945,-0.0016477009422790623,0.4751684919740272,0.5269574307799259,-0.008315631334872398,-0.5897712664252187,0.25,-0.0019598741554489596,1.0,1.0,False,False
T,2019-03-01,False,96.755,-0.0019598741554489596,0.5421775457267843,0.5998597112422474,-0.004579664144171003,0.6738494138413476,0.7833333333333333,0.0029972611234561075,1.0,1.0,False,False
T,2019-03-04,False,97.045,0.0029972611234561075,0.5644037424491205,0.6241895711800455,-0.004536085757652991,1.0579880309209604,0.9,0.000772837343500532,1.0,1.0,True,False
T,2019-03-05,False,97.12,0.000772837343500532,0.5134916418922463,0.5440254104279159,0.012856381026301012,0.07308356187685068,0.5,0.0011841021416802988,1.0,1.0,False,True
T,2019-03-06,False,97.235,0.0011841021416802988,0.49644037400838875,0.5282675656187396,0.0013857860234185004,-0.2724178186462805,0.36666666666666664,0.00509075950018012,1.0,1.0,False,True
T,2019-03-07,False,97.73,0.00509075950018012,0.5230074850771917,0.5514278775625755,-0.010630348973991694,0.22043517019465414,0.6,0.0002558068146933934,1.0,1.0,False,False
T,2019-03-08,False,97.755,0.0002558068146933934,0.5747259120292626,0.6349189465815986,0.003016018234522966,1.2080503067363304,0.95,-0.0008695207406269612,0.0,1.0,True,True
T,2019-03-11,False,97.67,-0.0008695207406269612,0.43901833743775587,0.47653604260918736,-0.007066107088810697,-1.4747724501692627,0.06666666666666667,0.0005631207126035598,1.0,0.0,False,False
T,2019-03-12,False,97.725,0.0005631207126035598,0.4827831118886589,0.5351513143565148,-0.011130367187889557,-0.5978333936064636,0.25,0.0008186236889231591,1.0,1.0,False,False
T,2019-03-13,False,97.805,0.0008186236889231591,0.5179080459944355,0.5522538858870003,-0.010214167830611614,0.08310556300513769,0.5333333333333333,-0.002607228669291084,1.0,1.0,False,False
T,2019-03-14,False,97.55,-0.002607228669291084,0.5608144369063502,0.5984868930991176,0.0051066758310854945,0.9060687108359954,0.8666666666666667,0.001127626858021591,0.0,1.0,True,True
